question,semantic_similarity,answer,ground_truth,contexts
Τι περιλαμβάνει η θερινή διαμονή;,0.9905000925064087,"Παράταση διαμονής φοιτητριών/φοιτητών κατά τη θερινή περίοδο, Θερινό σχολείο για μαθητές μέσης εκπαίδευσης, Διαμονή συνέδρων και επισκεπτών κατά τη θερινή περίοδο, Έντυπα και κανόνες.","Παράταση διαμονής φοιτητριών/φοιτητών κατά τη θερινή περίοδο, Θερινό σχολείο για μαθητές μέσης εκπαίδευσης, Διαμονή συνέδρων και επισκεπτών κατά τη θερινή περίοδο.","# Θερινή διαμονή * [Παράταση διαμονής φοιτητριών/φοιτητών κατά τη θερινή περίοδο](#tab-6815302a216e2-1) * [Θερινό σχολείο για μαθητές μέσης εκπαίδευσης](#tab-6815302a216e2-2) * [Διαμονή συνέδρων και επισκεπτών κατά τη θερινή\n---\nκατά τη θερινή περίοδο](#tab-6815302a216e2-3) * [Έντυπα και κανόνες](#tab-6815302a216e2-4) Κατά τη διάρκεια του καλοκαιριού (Ιούνιο - Ιούλιο) η Φ.Ε.\n---\nσύμφωνα με την απόσταση των χώρων διαμονής από τα κτίρια που έχετε μαθήματα, αλλά και την οικονομική σας άνεση.\n---\n- Πού πραγματοποιούνται τα περισσότερα σας μαθήματα; - Ποια είναι η οικονομική σας κατάσταση; Ανάλογα με τα πιο πάνω μπορείτε να κρίνετε ποια περιοχή σας βολεύει περισσότερο για ενοικίαση χώρου διαμονής,\n---\n), κατά την εβδομάδα συμμετοχής τους στο Θερινό Σχολείο. Προτεραιότητα για διαμονή στις Φ.Ε, δίνεται σε όσους μαθητές διαμένουν εκτός της Επαρχίας Λευκωσίας."
How much is the total fee per programme for PhD students who are holders of a Master's degree?,0.9999998807907104,"€4,000","€4,000","How much does a PhD programme cost? **Holders of a Master's Degree:** * Total amount of tuition € 4,000 for holders of a master's degree. **Non-Master Degree Holders:** * Total amount of tuition € 6,500 for non-holders of a master's degree (meaning that they complete the requirements of their curriculum and obtain the doctorate in 6 years / 12 semesters). Each year of study beyond 6 years with a maximum duration of study of 8 years (16 semesters) corresponds to a tuition fee of € 1,250 each year (€ 625 per semester). The maximum amount of tuition for doctoral programs is € 9,000.\n---\n# Fees Fees for Doctoral Degree Students **Holders of Master's degrees:** * PhD students holders of Master's degrees: Total fees €4.000. **Non-holders of Master degree:** * Total fees €6.500, provided that students complete the requirements of their programme of study and obtain their PhD in six academic years (12 semesters). * Each year of study after the 6 academic years, with a maximum length of studies being 8 academic years (16 semesters) is charged with fees at €1.250 for each academic year (€625 per semester). (The maximum fees charged are €9.000) **Doctoral Programme of Clinical Psychology** * To the fees of the Doctoral Programme of Clinical Psychology is added a clinical practicum fee, amounting to €1.000 which is used for hiring supervision services from registered professional psychologists.\n---\n17**How much are the fees for attending a Master's programme?** The total tuition fees for a Master's programme are **€5.125** with some exceptions as follows: - MSc in Intelligent Critical Infrastructure Systems): **€6.500** - MSc in Human Resource Management): **€7.500** - MEng in Natural Gas in Energy Transition): **€8.000** - Technology, Innovation Management and Entrepreneurship - Master in Business Economics - TIME MBE): **€10.000** - Master in Business Administration (MBA): **€10.250** 18**How much is the tuition fee for a PhD programme?** Tuition fees for a PhD programme at the University of Cyprus vary depending on whether the student holds a Master's degree or not. If you hold a Master's degree, the total tuition fees for a PhD programme are **€4.000.\n---\n* Each academic year of study, over six academic years (12 semesters corresponds to the payment of €1,250 in fees for each academic year (€625 per semester) * If a student completes the requirements of the programme and obtains a PhD in fewer than six academic years (12 semesters) the students must pay off the amount due of €6,500. * If a student completes the requirements of the programme of study and obtains a PhD in 7 academic years (14 semesters) the fees paid are €7,750. * If a student completes the requirements of the programme of study and obtains a PhD in 8 academic years (16 semesters) the fees paid are €9,000. **The fees must be paid in ten semesters:** **1st semester**: €500 deposit which is non-refundable in case of student withdraw and €600 at the beginning of the semester, before registration in courses.\n---\nPhD Students holders of a Master's Degree - Clarifications and Deadlines for Repayment of Tuition Tuition fees for attending a PhD programme at the University of Cyprus vary depending on whether or not the student holds a Master's degree. **Payment Deadlines for Tuition Fees Doctoral Program Holders of Master's Degree Level** [**Click here to see the information in table format**](https://www.ucy.ac.cy/graduateschool/wp-content/uploads/sites/45/2023/07/PhD-Students-holders-of-a-Masters-Degree.pdf) + Τotal fees per programme €4,000 + Fees are payable in 6 semesters: **1st semester:** €500 deposit which is non-refundable in case of student withdraw and €500 at the beginning of the semester, before registration in courses. **2nd – 6th semester:** €600 at the beginning of the semester, before registration in courses."
"What is the street address of ""Λεβέντης""?",1.0,"Λεωφόρος Πανεπιστημίου 1, Αγλαντζιά 2109 Αγλαντζιά Κύπρος","Λεωφόρος Πανεπιστημίου 1, Αγλαντζιά 2109 Αγλαντζιά Κύπρος","Λεβέντης» Λεωφόρος Πανεπιστημίου 1, Αγλαντζιά 2109 Αγλαντζιά Κύπρος #### Ταχυδρομική Διεύθυνση Πανεπιστήμιο Κύπρου Τ.Θ.\n---\nΛεβέντης"" Ισόγειο Λεωφόρος Πανεπιστημίου 1 2109 Αγλαντζιά ***Διεύθυνση Αλληλογραφίας:*** Σχολή Μεταπτυχιακών Σπουδών Πανεπιστήμιο Κύπρου Τ.Θ.\n---\nΛεβέντης"" Ισόγειο Λεωφόρος Πανεπιστημίου 1 2109 Αγλαντζιά ***Διεύθυνση Αλληλογραφίας:*** Σχολή Μεταπτυχιακών Σπουδών Πανεπιστήμιο Κύπρου Τ.Θ.\n---\nΛεβέντης"" Ισόγειο Λεωφόρος Πανεπιστημίου 1 2109 Αγλαντζιά ***Διεύθυνση Αλληλογραφίας:*** Σχολή Μεταπτυχιακών Σπουδών Πανεπιστήμιο Κύπρου Τ.Θ.\n---\n- Τα μαθήματα σας θα πραγματοποιούνται στα Κεντρικά Κτήρια του Πανεπιστημίου (δηλαδή Λεωφόρο Καλλιπόλεως) ή στην Πανεπιστημιούπολη (δηλαδή Λεωφόρο Αγλαντζιάς); - Είστε φοιτητής του Τμήματος Αρχιτεκτονικής;"
What languages are available for the provided link?,0.9949958920478821,"EL, EN","EN, EL",[EL](https://www.ucy.ac.cy/graduateschool/wp-content/plugins/sitepress-multilingual-cms/res/flags/el.png)](https://www.ucy.ac.cy/graduateschool/services/)\n---\nΣχετικές Πληροφορίες μπορείτε να βρείτε στον ακόλουθο σύνδεσμο: <https://www.gesy.org.\n---\ngesy.org.cy/](https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.gesy.org.\n---\nThe forms for use by the academic community located on the [Portal of the University of Cyprus](https://my.ucy.ac.cy/apps/eservices/r/portal/forms?session=16725908200224) (controlled access).\n---\n* [![EL](https://www.ucy.ac.cy/mhc/wp-content/plugins/sitepress-multilingual-cms/res/flags/el.png)](https://www.ucy.ac.cy/mhc/) * [![EN](https://www.ucy.ac.cy/mhc/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png)](https://www.ucy.ac.cy/mhc/?lang=en)
What happens to an incomplete grade if the student has not completed the course requirements prior to the end of the next semester?,1.0,The grade is automatically converted to zero.,The grade is automatically converted to zero.,"proven medical or personal reasons). The procedure for incomplete grades is as follows: * The professor, with the approval of the Department Chairman, informs the Graduate School in writing. * A date is given for completion of the course requirements, which cannot be later than the end of the next semester. * If the student has not completed the course requirements prior to the end of the next semester, the grade is automatically converted to zero Postponement of Studies before beginning of semester Any student may apply to postpone their studies for one or two semesters. The total period of postponement cannot exceed two semesters An application for postponement, documented and accompanied by all supporting documents, is submitted to the Department Board before the beginning of the requested period The Department Board examines the application and decides by simple majority whether or not to approve it The Department Chairman informs the student in writing of the decision of the Department Board. The decision is communicated to the Dean of the Graduate School.\n---\nFinal exams must be scheduled during the examination period. **Incomplete Grade** The grade of ‘incomplete’ is given only in exceptional cases (e.g., medical or personal reasons). Students who wish to take an ‘incomplete’ grade must: 1. fill in the appropriate form ( given to them by their professor) and submit a copy to both the Departmental Board and the Academic Affairs and Student Welfare Service after the approval of the Department Chairman; 2. complete the course requirements before the end of the following semester. Any ‘incomplete’ grade that is not completed within the time requirements will automatically become a grade of zero. **The Grading System** The grading system is numerical and ranges from 0 to 10, with increments of 0.5. The minimum passing grade is 5.0. The Grade Point Average (GPA) is calculated on the basis of the average grades for all courses.\n---\n**Registration** Course Registration is held the week prior to the beginning of each semester. Information on registration procedures as well as the registration form can be found in the Schedule of Classes, which is publicly announced by the Academic Affairs and Student Welfare Service every semester. **Course Changes** Students may add or drop courses in the second week of each semester. No courses may be added after this time, although courses may be dropped without notation on the students’ record. **Course Withdrawal** From the fourth until the seventh week of a semester only withdrawal from a course is permitted. This is noted on the student’s academic record. To officially withdraw from a course students must fill out the appropriate form and submit it to Academic Affairs and Student Welfare Service. A student who does not officially withdraw, who does not attend the course or who does not take the course examinations is graded with zero.\n---\n* The writing of a Postgraduate Dissertation is a requirement of the study programme attended by the student, and the student has failed to defend the Dissertation successfully for a second time. * The student has not enrolled for courses for two successive semesters and written attempts by the University to communicate with the student failed. In such a case, a decision by the Department’s Board is required as well as the approval of the Dean of the Graduate School. Ex Officio Termination of Studies of Doctoral Student The studies of a doctoral student who has not fully satisfied the requirements of the programme of study which he/she is attending, is terminated ex officio, without the award of a PhD, if: * the student has completed a total of sixteen semesters of studies; Provided that semesters during which the student’s studies were suspended, are not in the sixteen semesters.\n---\nο οποίος δεν έχει ικανοποιήσει πλήρως τις απαιτήσεις του προγράμματος σπουδών, το οποίο παρακολουθεί, τερματίζεται αυτοδικαίως, χωρίς την απονομή Πτυχίου σε αυτόν,"
Until when can students drop a course?,0.9306347966194153,Friday 7th of February 2025 at midnight,until Friday 7th of February 2025 from 9.30 a.m. to midnight.,"to midnight.** **Drop a course:** Students can drop a course **from Monday 3rd of February 2025 until Friday 7th of February 2025 from 9.30 a.m. to midnight.** **Withdrawal a course:** Students can leave a course **from the 10th of February 20245 until the 7th of March 2025.** This leaving is recorded in the student's transcript as withdrawal. Students who choose to withdraw from a course should inform the Graduate School. During their studies, postgraduate students should pay a lump sum for the student’s solidarity fund “Neophytos Handriotis” (in Greek). PhD students will pay €40 and Master's degree students €20. For the completion of the payment you should have a user account at the University of Cyprus as well as a user account at JCC.\n---\n**Registration** Course Registration is held the week prior to the beginning of each semester. Information on registration procedures as well as the registration form can be found in the Schedule of Classes, which is publicly announced by the Academic Affairs and Student Welfare Service every semester. **Course Changes** Students may add or drop courses in the second week of each semester. No courses may be added after this time, although courses may be dropped without notation on the students’ record. **Course Withdrawal** From the fourth until the seventh week of a semester only withdrawal from a course is permitted. This is noted on the student’s academic record. To officially withdraw from a course students must fill out the appropriate form and submit it to Academic Affairs and Student Welfare Service. A student who does not officially withdraw, who does not attend the course or who does not take the course examinations is graded with zero.\n---\nStudents can add a course by the end of the starting week of lectures and by the third week they can only remove a course. A student can leave a course after the third and up to the seventh week inclusive from the beginning of the course. This leaving, is recorded in the student's transcript as withdrawal. After the end of the seventh week the student cannot withdraw from a course. Leaving a course after the seventh week is automatically graded with zero. Students who choose to withdraw from a course should inform the Graduate School. For more information [**press here.**](https://www.ucy.ac.cy/aasw/studies/undergraduate-studies/schedule-classes/?lang=en) For more information [**press here.**](https://www.ucy.ac.cy/aasw/academic-calendar/?lang=en) Every student gets one free Verification of Studies after the end of the course registration period.\n---\nto midnight.** For more information about courses registration please click [**here.**](https://www.ucy.ac.cy/graduateschool/wp-content/uploads/sites/45/2024/12/Registrations-202501_eng-1.pdf) **Deadlines for Registration:** **Add a course:** Students can add a course from **Monday 20th of January 2025 until Friday 24th of January 2025 from 9.30 a.m. to midnight.** **Drop a course:** Students can drop a course **from Monday 3rd of February 2025 until Friday 7th of February 2025 from 9.30 a.m. to midnight.** **Withdrawal a course:** Students can leave a course **from the 10th of February 20245 until the 7th of March 2025.** This leaving is recorded in the student’s transcript as withdrawal.\n---\nStudents may add courses until the end of the first week of the beginning of classes, and may drop courses by the last day of the third week of the semester electronically. No courses may be added after this time, although courses may be dropped. From the fourth until the seventh week of each semester only withdrawal from a course is permitted and this is noted on the student's academic record. A student who does not officially withdraw or who does not attend a course or who does not take the final examinations is graded with zero. Language of Instruction Postgraduate programmes are taught in one of the official languages of the University (Greek or Turkish) or in another language with the approval of the Senate of the University."
How can owners of UCY personal accounts install the VPN application if they have a PC as a Service laptop?,0.9418581128120422,via the Software Centre on your laptop.,They may install the application via the Software Centre on their laptop.,"In case students wish to increase their printing credits, they may do so via JCC service. Academic and administrative accounts have unlimited printing credits Remote Access via Virtual Private Network (VPN) **DESCRIPTION** UCY VPN allows for a secure remote connection to UCY network, in order to facilitate the use of UCY services, apps and software from off-site over the Internet. UCY personal account owners of student, academic or administrative affiliation. Installation Files: <https://my.ucy.ac.cy/apps/eservices/r/portal/is-support1> If you own a PC as a Service laptop, you may install the application via the Software Centre on your laptop.\n---\nwithout the need to install the applications on the user's endpoint. Access to AppsAnywhere platform is available via any web browser, at [myapps.ucy.ac.cy](https://myapps.ucy.ac.cy/) **SERVICE RECIPIENTS** UCY personal account owners of student, academic or administrative affiliation. **Installation****Guide:**[guide](https://www.ucy.ac.cy/itis/wp-content/uploads/sites/228/2024/02/AppsAnywhereInstallGuidev01.pdf) **FAQs and Troubleshooting:**[guide](https://www.ucy.ac.cy/itis/wp-content/uploads/sites/228/2024/02/AppsAnywhereFAQandTroubleshootingGuide.pdf) Events Audiovisual Coverage **ΠΕΡΙΓΡΑΦΗ** The IT Infrastructure Service provides audiovisual coverage services only at official events organized by the Rectorate.\n---\n# SERVICES #### Services Account Creation **DESCRIPTION** Each member of the University community that has an affiliation with the Organisation, either as a student or employee, is attributed a University Account. **RECIPIENTS** All members of the University of Cyprus that have either a student or an employee status within the organisation. **USER GUIDE** [Please click here to follow the guide to proceed with account creation.](https://www.ucy.ac.cy/itis/wp-content/uploads/sites/228/2024/08/UCY-OneIdentity-Account-creation-eng-v4.pdf) Applications | Software (AppsAnywhere) **DESCRIPTION** The platform enables use of applications via streaming, i.e. without the need to install the applications on the user's endpoint.\n---\nOpen Access Labs are equipped with all main applications and sofware used widely by the university community. Open Access Labs have Windows, Linux and MacOS operating software. Open Access Labs operate on a schedule that follows the academic seasons (Semesters, Exams Period, Public Holidays). The operating schedule is available at the main webpage of [IT Infrastructure Service.](https://www.ucy.ac.cy/itis/?lang=en) Available workstations on each lab are also presented in the main webpage. MultiFactor Authentication (MFA) via Microsoft Authenticator **DESCRIPTION** University of Cyprus, in its ongoing efforts to improve information security, mandates the use of a multifactor authentication method for accessing Microsoft 365 and other IT services provided to its community. **SERVICE RECIPIENTS** UCY personal account owners of student, academic or administrative affiliation or owners of non-human accounts. **INSTRUCTIONS** **Comprehensive Setup Guide** 1.\n---\nScan QR code 8. Click **Next** 9. Enter the 2-digit number that appears on your screen in the prompt that has arrived on your Click **Next** 10. Click **Done** to complete the setup **Detailed Setup Guide** A detailed setup guide is available at [this link](https://www.ucy.ac.cy/itis/wp-content/uploads/sites/228/2024/03/202403MFA_en.pdf)."
Τι αφορά το έγγραφο που αναφέρεται στο link;,0.881764829158783,Δήλωση Συμμετοχής στην Β Κατανομή Θέσεων Ελλαδιτών Υποψηφίων Φοιτητών,Κανόνες για Απόκτηση Δεύτερου Πτυχίου,Σχετικές Πληροφορίες μπορείτε να βρείτε στον ακόλουθο σύνδεσμο: <https://www.gesy.org.\n---\nμιας και απαιτείται είσοδος με τον** **UCY** **λογαριασμός σας.\n---\n* [Σύνδεσμος Ελλαδιτών](#tab-68153197053d2-7) * [Αποφάσεις ΔΟΑΤΑΠ](#tab-68153197053d2-8) * [Ακαδημαϊκό Ημερολόγιο](#tab-68153197053d2-9) * [Πανεπιστημιακή Κάρτα](#tab-68153197053d2-10) * [Άδεια Παραμονής](#tab-68153197053d2-11) * [Μετεγγραφές/\n---\nκατά τη θερινή περίοδο](#tab-6815302a216e2-3) * [Έντυπα και κανόνες](#tab-6815302a216e2-4) Κατά τη διάρκεια του καλοκαιριού (Ιούνιο - Ιούλιο) η Φ.Ε.\n---\n* [Μετεγγραφές/ Δεύτερο Πτυχίο](#tab-68153197053d2-12) * [Ιατρική Περίθαλψη](#tab-68153197053d2-13) [Δήλωση Συμμετοχής στην Β Κατανομή Θέσεων Ελλαδιτών Υποψηφίων Φοιτητών](https://www.ucy.ac.
What are the available PhD/MA programs related to Pedagogical Sciences?,0.9840263724327087,"PEDAGOGICAL SCIENCES/SOCIOLOGY OF EDUCATION (PhD) - PEDAGOGICAL SCIENCES/SPORTS PEDAGOGY (PhD/MA) - PEDAGOGICAL SCIENCES/THEORY AND PHILOSOPHY OF EDUCATION (PhD) - PEDAGOGICAL SCIENCES/MULTICULTURALISM, MIGRATION AND DECOLONIAL EDUCATION (PhD/MA)","PEDAGOGICAL SCIENCES/SOCIOLOGY OF EDUCATION (PhD), PEDAGOGICAL SCIENCES/SPORTS PEDAGOGY (PhD/MA), PEDAGOGICAL SCIENCES/THEORY AND PHILOSOPHY OF EDUCATION (PhD), PEDAGOGICAL SCIENCES/MULTICULTURALISM.","TEACHING AND COMPARATIVE EDUCATION (PhD/MA) - LANGUAGE, LITERACY AND EDUCATION (PhD/ΜΑ) - CREATIVE LEARNING AND THE ARTS IN CHILDHOOD (MA) E-Learning programme - SPECIAL AND INCLUSIVE EDUCATION (PhD/MA) - EDUCATIONAL ADMINISTRATION AND EVALUATION (PhD/MA) - EDUCATIONAL TECHNOLOGY (PhD/MA) - PEDAGOGICAL SCIENCES/SOCIOLOGY OF EDUCATION (PhD) - PEDAGOGICAL SCIENCES/SPORTS PEDAGOGY (PhD/MA) - PEDAGOGICAL SCIENCES/THEORY AND PHILOSOPHY OF EDUCATION (PhD) - PEDAGOGICAL SCIENCES/MULTICULTURALISM,\n---\nMIGRATION AND DOCOLONIAL EDUCATION (PhD/MA) - MATHEMATICS EDUCATION (PhD/MA) - PhD IN LEARNING IN NATURAL SCIENCES AND ENVIRONMENT (PhD) - LEARNING IN NATURAL SCIENCES AND ENVIRONMENT - LEARNING IN NATURAL SCIENCES(MA) - LEARNING IN NATURAL SCIENCES AND ENVIRONMENT - ENVIRONMENTAL AND SUSTAINABILITY EDUCATION (MA) - ECONOMIC ANALYSIS (english language) (MSc) - GENDER STUDIES (PhD/MA) **by 30/05/2025 until 12:00 noon:** - DESIGN FOR SOCIAL INNOVATION (MA) - ARCHITECTURE (PhD) - HUMAN RESOURCE MANAGEMENT (HRM) (MSc) - ENERGY TECHNOLOGIES AND SUSTAINABLE DESIGN - ARCHITECTURE (M.\n---\n# Postgraduate Programmes Places * [Apply Now](#tab-68152f1410251-1) * [How to Apply](#tab-68152f1410251-2) * [Postgraduate Programmes](#tab-68152f1410251-3) * [Postgraduate Programme Places](#tab-68152f1410251-4) * [Extension of Deadline for Submission of Applications](#tab-68152f1410251-5) * [Recommendation Letters](#tab-68152f1410251-6) * [Application requirements](#tab-68152f1410251-7) * [Frequently Αsked Questions (FAQs)](#tab-68152f1410251-8) [### Apply Now !\n---\n8**What are the criteria for the evaluation and selection of candidates for a PhD programme?** The evaluation criteria are: - Recognized university degree - Previous university degree in an appropriate subject - Relevant degrees and other certificates - academic background - Letters of recommendation - Personal interview (if required by the internal rules of the Department) - Written examination (if required by the internal rules of the Department) - English language knowledge (if required by the programme) or if you are interested in an English-speaking programme - Preliminary research proposal (if required for by the internal rules of the Department) - Other additional criteria and quality indicators that may be adopted by each Department individually such as: (a) knowledge of foreign languages, (b) professional experience, (c) number of publications in scientific journals, (d) participation in seminars, symposia, research projects, (e) presentations at conferences, etc. 9**What documents should I submit with my application for a Master's programme?\n---\n](https://www.ucy.ac.cy/graduateschool/ph-d-programmes/?lang=en)** **[Frequently Asked Questions about the Postgraduate Application System](https://www.ucy.ac.cy/graduateschool/wp-content/uploads/sites/45/2024/06/FAQ-prokirixi-theson-english-June-2024.pdf)** **All academic departments** of the University of Cyprus offer postgraduate programmes of study at a PhD and a Master's degree level (M.A., M.Sc., M.Eng., MBA, LLM). **Grades are not included in Postgraduate Master and PhD Diplomas.** The awarding of Master or PhD Diplomas is approved by the Department Board and validated by the Senate. The **language of instruction** is **Greek and/or English and/or another international language."
What is the name of the Διατμηματικό Πρόγραμμα mentioned in the text?,0.987919807434082,«Συντήρηση και Αποκατάσταση Ιστορικών Κτηρίων και Συνόλων»,Συντήρηση και Αποκατάσταση Ιστορικών Κτηρίων και Συνόλων,"«Συντήρηση και Αποκατάσταση Ιστορικών Κτηρίων και Συνόλων» Διατμηματικό Πρόγραμμα ![](https://www.ucy.ac.cy/conservation/wp-content/uploads/sites/83/2024/06/10.webp) . «Συντήρηση και Αποκατάσταση Ιστορικών Κτηρίων και Συνόλων» Διατμηματικό Πρόγραμμα !\n---\n«Συντήρηση και Αποκατάσταση Ιστορικών Κτηρίων και Συνόλων» Διατμηματικό Πρόγραμμα ![](https://www.ucy.ac.cy/conservation/wp-content/uploads/sites/83/2024/06/7.webp) . «Συντήρηση και Αποκατάσταση Ιστορικών Κτηρίων και Συνόλων» Διατμηματικό Πρόγραμμα !\n---\nαπό τρεις (3) τουλάχιστον διαφορετικές Σχολές. Η οικεία Σχολή μπορεί να είναι η μία από τις Σχολές.\n---\nΟ Σύλλογος Ελλαδιτών Πανεπιστημίου Κύπρου (Σ.Ε.Πα.Κ.)\n---\nΟ αριθμός των μαθημάτων ελεύθερης επιλογής σε συγκεκριμένο πρόγραμμα σπουδών προσδιορίζεται στο αναλυτικό πρόγραμμα. Σε περίπτωση διατμηματικών προγραμμάτων που προσφέρονται μεταξύ δύο διαφορετικών Σχολών,"
What is the language of the provided link?,0.8900191783905029,Greek,English,[EL](https://www.ucy.ac.cy/graduateschool/wp-content/plugins/sitepress-multilingual-cms/res/flags/el.png)](https://www.ucy.ac.cy/graduateschool/services/)\n---\nΣχετικές Πληροφορίες μπορείτε να βρείτε στον ακόλουθο σύνδεσμο: <https://www.gesy.org.\n---\ngesy.org.cy/](https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.gesy.org.\n---\n[insta](https://www.ucy.ac.cy/mba/wp-content/uploads/sites/163/2023/06/insta-1-e1687333822297.png) #### Instagram](https://www.instagram.com/ucymba_program/)\n---\nμιας και απαιτείται είσοδος με τον** **UCY** **λογαριασμός σας.
"On what date is the information about ""Rituals of War in Byzantium, the Islamic World and the Latin West"" posted?",1.0,"January 30, 2025","January 30, 2025","[](https://www.ucy.ac.cy/byz/wp-content/uploads/sites/97/2025/01/POSTER-Rituals-of-War-480x360.jpg)](https://www.ucy.ac.cy/byz/rituals-of-war-in-byzantium-the-islamic-world-and-the-latin-west/?lang=en) ##### [Rituals of War in Byzantium, the Islamic World and the Latin West](https://www.ucy.ac.cy/byz/rituals-of-war-in-byzantium-the-islamic-world-and-the-latin-west/?lang=en) January 30, 2025 [0](https://www.ucy.ac.cy/byz/rituals-of-war-in-byzantium-the-islamic-world-and-the-latin-west/?lang=en#respond) [0](#) * [![](https://www.ucy.ac.\n---\nucy.ac.cy/byz/colloquium-of-byzantine-and-medieval-studies/?lang=en) September 18, 2024 [0](https://www.ucy.ac.cy/byz/colloquium-of-byzantine-and-medieval-studies/?lang=en#respond) [0](#) * ##### [Representing Friendships: Narrative Uses of Friendship in the Middle Ages](https://www.ucy.ac.cy/byz/representing-friendships/?lang=en) January 5, 2024 [0](https://www.ucy.ac.cy/byz/representing-friendships/?lang=en#respond) [0](#) * ##### [Vom Codex zur Edition – From Manuscripts to Books](https://www.ucy.ac.cy/byz/vom-codex-zur/?lang=en) January 5,\n---\nac.cy/byz/vom-codex-zur/?lang=en) January 5, 2024 [0](https://www.ucy.ac.cy/byz/vom-codex-zur/?lang=en#respond) [0](#)\n---\n[](https://www.ucy.ac.cy/byz/wp-content/uploads/sites/97/2025/01/Colloquium_Heading_EN-480x239.jpg)](https://www.ucy.ac.cy/byz/colloquium-of-byzantine-and-medieval-studies-2/?lang=en) ##### [Colloquium of Byzantine and Medieval Studies](https://www.ucy.ac.cy/byz/colloquium-of-byzantine-and-medieval-studies-2/?lang=en) January 30, 2025 [0](https://www.ucy.ac.cy/byz/colloquium-of-byzantine-and-medieval-studies-2/?lang=en#respond) [0](#) * ##### [Colloquium of Byzantine and Medieval Studies](https://www.ucy.ac.\n---\nTheses](https://www.ucy.ac.cy/byz/ph-d-thesis/?lang=en) * [COLLOQUIUM](https://www.ucy.ac.cy/byz/colloquium/?lang=en) + [Previous Lectures](https://www.ucy.ac.cy/byz/previous-lectures/?lang=en) * [ABOUT US](https://www.ucy.ac.cy/byz/about-us/?lang=en) * [NEWS](https://www.ucy.ac.cy/byz/news/?lang=en) * [EL](https://www.ucy.ac.cy/byz/ ""EL"") ✕ ![](https://www.ucy.ac.cy/byz/wp-content/uploads/sites/97/2024/06/1.webp) . Interdepartmental Postgraduate Programme in Byzantine Studies and the Latin East ![](https://www.ucy.ac.cy/byz/wp-content/uploads/sites/97/2024/06/2.webp) ."
What is the new deadline for applications?,0.936270534992218,"May 16, 2025, until 12:00 noon","May 16, 2025.","**Applications' Deadline has been extented until May 16, 2025.** [![](https://www.ucy.ac.cy/dhla/wp-content/uploads/sites/233/2023/02/GeoInfoLab-icon--300x188.jpg)](https://websites.ucy.ac.cy/geoinfolab/) DigHumanities GeoInfo Lab [!\n---\n](https://www.ucy.ac.cy/graduateschool/wp-content/uploads/sites/45/2025/04/Aggliki-Prokirixi-NOM-xeimerino-2025-2026-1.pdf) **Extension on the deadline of the application submission for Postgraduate Programmes (Academic Year 2025/26 -Starting September 2025):** The Graduate School announces that the submission of applications for the postgraduate programmes beginning in September 2025, is extended by **Friday 16th of May 2025 until 12:00 noon.\n---\n** With the following exceptions: **by 31/03/2025 until 12:00 noon:** - BUSINESS ADMINISTRATION (ENGLISH LANGUAGE) (PhD) **by 30/04/2025 until 12:00 noon:** - ECONOMICS (PhD) - MASTER IN BEHAVIOURAL ECONOMICS (MSc) - MASTER IN BUSINESS ECONOMICS [TECHNOLOGY, INNOVATION MANAGEMENT AND ENTREPRENEURSHIP (TIME MBE)] - CURRICULUM STUDIES, TEACHING AND COMPARATIVE EDUCATION (PhD/MA) - LANGUAGE,\n---\n# Postgraduate Programmes Places * [Apply Now](#tab-68152f1410251-1) * [How to Apply](#tab-68152f1410251-2) * [Postgraduate Programmes](#tab-68152f1410251-3) * [Postgraduate Programme Places](#tab-68152f1410251-4) * [Extension of Deadline for Submission of Applications](#tab-68152f1410251-5) * [Recommendation Letters](#tab-68152f1410251-6) * [Application requirements](#tab-68152f1410251-7) * [Frequently Αsked Questions (FAQs)](#tab-68152f1410251-8) [### Apply Now !\n---\nThe interested person needs to also submit a cover letter where they will present their interest in this specific program, what they would be interested in researching, mention three faculty members with whom they may be interested in working with and whom they have contacted prior and made their interest known, mentioning what it is about these faculty members’ work they find interesting. There is no need to receive a prior confirmation of collaboration from a faculty member, just to inform the members of their interest and intent to apply. **FALL SEMESTER 2025/26 - ENTRY: SEPTEMBER 2025** [Postgraduate Programme Places for the Fall Semester of the Academic Year 2025/2026 - Entry September 2025 - Submission until 31.03.2025 at 12:00 pm."
